2024-10-11 13:12:44.520698, 37.781500 ms
2024-10-11 13:12:47.783322, 48.490900 ms
2024-10-11 13:12:48.749505, 35.010500 ms
2024-10-11 13:12:49.216130, 23.578100 ms
2024-10-11 13:12:50.180136, 13.005300 ms
2024-10-11 13:12:52.136551, 20.092900 ms
2024-10-11 13:12:52.897753, 16.288900 ms
2024-10-11 13:12:53.157253, 8.155600 ms
2024-10-11 13:12:53.668059, 12.867200 ms
2024-10-11 13:12:54.881078, 40.611500 ms
2024-10-11 13:12:55.055796, 42.459900 ms
2024-10-11 13:12:55.163552, 19.388000 ms
2024-10-11 13:12:55.280901, 8.170300 ms
2024-10-11 13:12:58.566792, 16.920700 ms
2024-10-11 13:12:59.498885, 3.881000 ms
2024-10-11 13:13:00.007658, 30.245200 ms
2024-10-11 13:13:00.972422, 53.179100 ms
2024-10-11 13:13:02.944869, 45.976000 ms
2024-10-11 13:13:03.657108, 6.956500 ms
2024-10-11 13:13:03.924102, 7.319900 ms
2024-10-11 13:13:04.428480, 14.231500 ms
2024-10-11 13:13:05.636147, 10.249900 ms
2024-10-11 13:13:05.819440, 19.334200 ms
2024-10-11 13:13:05.946624, 19.615400 ms
2024-10-11 13:13:06.089031, 23.603300 ms
2024-10-11 13:13:09.354222, 33.284300 ms
2024-10-11 13:13:10.322725, 27.400000 ms
2024-10-11 13:13:10.779016, 22.122300 ms
2024-10-11 13:13:11.733053, 16.310900 ms
2024-10-11 13:13:13.699058, 20.673100 ms
2024-10-11 13:13:14.476845, 39.395300 ms
2024-10-11 13:13:14.726631, 10.619800 ms
2024-10-11 13:13:15.222807, 8.097300 ms
2024-10-11 13:13:16.439851, 39.777100 ms
2024-10-11 13:13:16.622704, 51.977800 ms
2024-10-11 13:13:16.728041, 28.978200 ms
2024-10-11 13:13:16.856815, 20.859500 ms
2024-10-11 13:13:20.127154, 19.037500 ms
2024-10-11 13:13:21.093593, 33.789600 ms
2024-10-11 13:13:21.572525, 34.769200 ms
2024-10-11 13:13:22.515233, 8.500100 ms
2024-10-11 13:13:24.504279, 41.530000 ms
2024-10-11 13:13:25.241073, 18.626400 ms
2024-10-11 13:13:25.548743, 44.631200 ms
2024-10-11 13:13:26.010981, 17.143600 ms
2024-10-11 13:13:27.205225, 18.185800 ms
2024-10-11 13:13:27.379941, 20.863600 ms
2024-10-11 13:13:27.531334, 41.609800 ms
2024-10-11 13:13:27.620461, 13.517500 ms
2024-10-11 13:13:30.920691, 31.876600 ms
2024-10-11 13:13:31.904612, 53.140100 ms
2024-10-11 13:13:32.345179, 27.470700 ms
2024-10-11 13:13:33.274662, 2.938000 ms
2024-10-11 13:13:35.263618, 38.600500 ms
2024-10-11 13:13:36.004133, 11.399400 ms
2024-10-11 13:13:36.293339, 26.138300 ms
2024-10-11 13:13:36.762504, 1.272400 ms
2024-10-11 13:13:37.976767, 7.835600 ms
2024-10-11 13:13:38.186934, 46.416000 ms
2024-10-11 13:13:38.267112, 2.788200 ms
2024-10-11 13:13:38.485669, 87.818500 ms
2024-10-11 13:13:41.685736, 5.552700 ms
2024-10-11 13:13:42.675586, 27.834400 ms
2024-10-11 13:13:43.125590, 5.963400 ms
2024-10-11 13:13:44.037747, 3.842400 ms
2024-10-11 13:13:46.055511, 27.200200 ms
2024-10-11 13:13:46.809938, 27.629900 ms
2024-10-11 13:13:47.062654, 34.433600 ms
2024-10-11 13:13:47.530924, 10.015300 ms
2024-10-11 13:13:48.789770, 31.077000 ms
2024-10-11 13:13:48.945720, 25.906700 ms
2024-10-11 13:13:49.064806, 31.328100 ms
2024-10-11 13:13:49.205767, 29.645900 ms
2024-10-11 13:13:52.470293, 14.800800 ms
2024-10-11 13:13:53.453475, 41.087000 ms
2024-10-11 13:13:53.902924, 22.688100 ms
2024-10-11 13:13:54.855521, 53.034000 ms
2024-10-11 13:13:56.846127, 13.577300 ms
2024-10-11 13:13:57.574289, 21.579400 ms
2024-10-11 13:13:57.847219, 11.144800 ms
2024-10-11 13:13:58.324769, 22.272500 ms
2024-10-11 13:13:59.573236, 31.871000 ms
2024-10-11 13:13:59.730455, 26.505400 ms
2024-10-11 13:13:59.854076, 26.523900 ms
2024-10-11 13:13:59.976025, 13.816000 ms
2024-10-11 13:14:03.247216, 21.902800 ms
2024-10-11 13:14:04.211593, 13.818600 ms
2024-10-11 13:14:04.673808, 37.128800 ms
2024-10-11 13:14:05.570926, 8.646200 ms
2024-10-11 13:14:07.635420, 25.071100 ms
2024-10-11 13:14:08.371110, 43.107300 ms
2024-10-11 13:14:08.629159, 29.099200 ms
2024-10-11 13:14:09.082798, 6.137700 ms
2024-10-11 13:14:10.346043, 31.005800 ms
2024-10-11 13:14:10.513538, 3.628200 ms
2024-10-11 13:14:10.655899, 43.806700 ms
2024-10-11 13:14:10.773108, 18.167000 ms
2024-10-11 13:14:14.034365, 10.099000 ms
2024-10-11 13:14:15.005189, 17.866200 ms
2024-10-11 13:14:15.472098, 26.391600 ms
2024-10-11 13:14:16.406600, 48.144400 ms
2024-10-11 13:14:18.402833, 19.812100 ms
2024-10-11 13:14:19.138616, 3.150900 ms
2024-10-11 13:14:19.426756, 27.249700 ms
2024-10-11 13:14:19.908992, 27.224200 ms
2024-10-11 13:14:21.146827, 42.469800 ms
2024-10-11 13:14:21.304683, 36.845600 ms
2024-10-11 13:14:21.423430, 20.834700 ms
2024-10-11 13:14:21.563629, 43.940000 ms
2024-10-11 13:14:24.829509, 31.367400 ms
2024-10-11 13:14:25.768019, 9.686900 ms
2024-10-11 13:14:26.273206, 48.559200 ms
2024-10-11 13:14:27.150870, 6.218200 ms
2024-10-11 13:14:29.173568, 8.950600 ms
2024-10-11 13:14:29.934945, 27.215000 ms
2024-10-11 13:14:30.199685, 25.833000 ms
2024-10-11 13:14:30.667629, 14.038700 ms
2024-10-11 13:14:31.902443, 10.722100 ms
2024-10-11 13:14:32.068414, 14.319100 ms
2024-10-11 13:14:32.193925, 17.758000 ms
2024-10-11 13:14:32.333229, 8.081900 ms
2024-10-11 13:14:35.595180, 12.831700 ms
2024-10-11 13:14:36.562423, 25.012800 ms
2024-10-11 13:14:37.000576, 14.989500 ms
2024-10-11 13:14:37.946712, 41.648800 ms
2024-10-11 13:14:39.970742, 17.966100 ms
2024-10-11 13:14:40.682754, 6.462800 ms
2024-10-11 13:14:40.970426, 36.547200 ms
2024-10-11 13:14:41.429197, 12.712700 ms
2024-10-11 13:14:42.710081, 28.215800 ms
2024-10-11 13:14:42.879468, 25.813600 ms
2024-10-11 13:14:43.010850, 44.212700 ms
2024-10-11 13:14:43.127330, 28.646900 ms
2024-10-11 13:14:46.401082, 26.002600 ms
2024-10-11 13:14:47.352620, 28.141800 ms
2024-10-11 13:14:47.790004, 13.802600 ms
2024-10-11 13:14:48.736111, 31.595500 ms
2024-10-11 13:14:50.744503, 4.112500 ms
2024-10-11 13:14:51.486873, 26.492200 ms
2024-10-11 13:14:51.743786, 16.850000 ms
2024-10-11 13:14:52.210006, 21.693000 ms
2024-10-11 13:14:53.497805, 43.944400 ms
2024-10-11 13:14:53.622969, 15.078200 ms
2024-10-11 13:14:53.750411, 9.572300 ms
2024-10-11 13:14:53.916221, 46.958400 ms
2024-10-11 13:14:57.158399, 8.189900 ms
2024-10-11 13:14:58.124647, 3.064300 ms
2024-10-11 13:14:58.566099, 8.664500 ms
2024-10-11 13:14:59.521655, 28.779300 ms
2024-10-11 13:15:01.570852, 43.481300 ms
2024-10-11 13:15:02.266901, 21.621100 ms
2024-10-11 13:15:02.522408, 15.721700 ms
2024-10-11 13:15:03.013237, 33.932500 ms
2024-10-11 13:15:04.276405, 48.948900 ms
2024-10-11 13:15:04.468884, 60.340800 ms
2024-10-11 13:15:04.552700, 17.764600 ms
2024-10-11 13:15:04.671860, 20.256900 ms
2024-10-11 13:15:07.952574, 10.167900 ms
2024-10-11 13:15:08.915477, 40.006600 ms
2024-10-11 13:15:09.364637, 35.052700 ms
2024-10-11 13:15:10.266495, 15.161100 ms
2024-10-11 13:15:12.333624, 46.663900 ms
2024-10-11 13:15:13.014861, 7.963500 ms
2024-10-11 13:15:13.305264, 17.565300 ms
2024-10-11 13:15:13.764929, 17.028900 ms
2024-10-11 13:15:15.105717, 79.353100 ms
2024-10-11 13:15:15.209958, 16.812400 ms
2024-10-11 13:15:15.321834, 13.176700 ms
2024-10-11 13:15:15.447503, 5.542000 ms
2024-10-11 13:15:18.724460, 1.958500 ms
2024-10-11 13:15:19.699557, 39.551200 ms
2024-10-11 13:15:20.156452, 19.756700 ms
2024-10-11 13:15:21.091480, 35.016300 ms
2024-10-11 13:15:23.110723, 46.983500 ms
2024-10-11 13:15:23.808108, 15.782000 ms
2024-10-11 13:15:24.104095, 43.972400 ms
2024-10-11 13:15:24.549648, 9.025000 ms
2024-10-11 13:15:25.816352, 24.780900 ms
2024-10-11 13:15:25.988892, 39.593200 ms
2024-10-11 13:15:26.081733, 4.577700 ms
2024-10-11 13:15:26.223022, 9.764600 ms
2024-10-11 13:15:29.499916, 8.660200 ms
2024-10-11 13:15:30.490685, 25.992800 ms
2024-10-11 13:15:30.926586, 15.330300 ms
2024-10-11 13:15:31.875680, 28.339600 ms
2024-10-11 13:15:33.884071, 30.752100 ms
2024-10-11 13:15:34.627575, 39.929800 ms
2024-10-11 13:15:34.893559, 29.496600 ms
2024-10-11 13:15:35.365825, 27.121500 ms
2024-10-11 13:15:36.620917, 50.521800 ms
2024-10-11 13:15:36.783126, 41.399600 ms
2024-10-11 13:15:36.895704, 24.811100 ms
2024-10-11 13:15:36.996768, 12.703700 ms
2024-10-11 13:15:40.285825, 5.191500 ms
2024-10-11 13:15:41.240658, 15.290500 ms
2024-10-11 13:15:41.718245, 35.538600 ms
2024-10-11 13:15:42.615310, 8.692800 ms
2024-10-11 13:15:44.656668, 29.038300 ms
2024-10-11 13:15:45.379758, 22.688000 ms
2024-10-11 13:15:45.647531, 25.944800 ms
2024-10-11 13:15:46.098768, 5.441100 ms
2024-10-11 13:15:47.384378, 25.324500 ms
2024-10-11 13:15:47.541840, 15.054700 ms
2024-10-11 13:15:47.678049, 27.198400 ms
2024-10-11 13:15:47.783986, 5.595700 ms
2024-10-11 13:15:51.075787, 13.375700 ms
2024-10-11 13:15:52.033024, 28.804400 ms
2024-10-11 13:15:52.491019, 14.099800 ms
2024-10-11 13:15:53.419842, 30.504100 ms
2024-10-11 13:15:55.421722, 4.066000 ms
2024-10-11 13:15:56.174035, 16.677700 ms
2024-10-11 13:15:56.468284, 33.589300 ms
2024-10-11 13:15:56.918728, 4.748500 ms
2024-10-11 13:15:58.147544, 9.353400 ms
2024-10-11 13:15:58.302710, 2.400900 ms
2024-10-11 13:15:58.481953, 58.744900 ms
2024-10-11 13:15:58.575225, 25.352700 ms
2024-10-11 13:16:01.855437, 28.320200 ms
2024-10-11 13:16:02.815392, 8.710600 ms
2024-10-11 13:16:03.264552, 3.805600 ms
2024-10-11 13:16:04.232095, 36.181300 ms
2024-10-11 13:16:06.208898, 13.368700 ms
2024-10-11 13:16:06.984246, 45.182400 ms
2024-10-11 13:16:07.237755, 23.831700 ms
2024-10-11 13:16:07.699299, 13.300300 ms
2024-10-11 13:16:08.950006, 21.266600 ms
2024-10-11 13:16:09.139838, 59.634700 ms
2024-10-11 13:16:09.235921, 20.193500 ms
2024-10-11 13:16:09.390488, 46.365900 ms
2024-10-11 13:16:12.627850, 17.615600 ms
2024-10-11 13:16:13.574478, 5.422500 ms
2024-10-11 13:16:14.067009, 46.099800 ms
2024-10-11 13:16:14.984281, 47.446400 ms
2024-10-11 13:16:17.007585, 27.715400 ms
2024-10-11 13:16:17.756803, 46.568600 ms
2024-10-11 13:16:18.027762, 31.400900 ms
2024-10-11 13:16:18.482620, 16.264600 ms
2024-10-11 13:16:19.766764, 47.979000 ms
2024-10-11 13:16:19.886543, 11.565800 ms
2024-10-11 13:16:20.024041, 17.492000 ms
2024-10-11 13:16:20.151378, 27.004200 ms
2024-10-11 13:16:23.432204, 31.679100 ms
2024-10-11 13:16:24.366736, 12.198700 ms
2024-10-11 13:16:24.810465, 11.791000 ms
2024-10-11 13:16:25.786728, 36.130100 ms
2024-10-11 13:16:27.819779, 47.228200 ms
2024-10-11 13:16:28.512444, 8.372200 ms
2024-10-11 13:16:28.773246, 9.261200 ms
2024-10-11 13:16:29.257342, 7.952900 ms
2024-10-11 13:16:30.540357, 61.142700 ms
2024-10-11 13:16:30.665087, 7.275400 ms
2024-10-11 13:16:30.793615, 19.083200 ms
2024-10-11 13:16:30.930681, 15.087900 ms
2024-10-11 13:16:34.196974, 18.136700 ms
2024-10-11 13:16:35.152821, 12.774400 ms
2024-10-11 13:16:35.657460, 48.887600 ms
2024-10-11 13:16:36.549103, 12.591500 ms
2024-10-11 13:16:38.574998, 32.950300 ms
2024-10-11 13:16:39.344703, 55.351400 ms
2024-10-11 13:16:39.615482, 54.027600 ms
2024-10-11 13:16:40.049853, 7.286900 ms
2024-10-11 13:16:41.288132, 24.090600 ms
2024-10-11 13:16:41.460322, 22.520600 ms
2024-10-11 13:16:41.586640, 27.728900 ms
2024-10-11 13:16:41.725611, 30.198300 ms
2024-10-11 13:16:44.977970, 26.076900 ms
2024-10-11 13:16:45.914015, 6.498400 ms
2024-10-11 13:16:46.428121, 59.946900 ms
2024-10-11 13:16:47.306755, 1.854000 ms
2024-10-11 13:16:49.360142, 38.743100 ms
2024-10-11 13:16:50.072748, 19.770300 ms
2024-10-11 13:16:50.474927, 131.000300 ms
2024-10-11 13:16:50.845582, 10.517800 ms
2024-10-11 13:16:52.096847, 43.896000 ms
2024-10-11 13:16:52.252951, 34.622900 ms
2024-10-11 13:16:52.374672, 24.798300 ms
2024-10-11 13:16:52.481013, 6.134600 ms
2024-10-11 13:16:55.780072, 25.935600 ms
2024-10-11 13:16:56.705602, 12.610600 ms
2024-10-11 13:16:57.184914, 22.737500 ms
2024-10-11 13:16:58.083953, 11.677400 ms
2024-10-11 13:17:00.144917, 40.514100 ms
2024-10-11 13:17:00.838635, 5.698300 ms
2024-10-11 13:17:01.145943, 36.662000 ms
2024-10-11 13:17:01.595862, 13.974900 ms
2024-10-11 13:17:02.819675, 4.331600 ms
2024-10-11 13:17:03.033784, 51.594700 ms
2024-10-11 13:17:03.129216, 8.294300 ms
2024-10-11 13:17:03.252678, 12.844300 ms
2024-10-11 13:17:06.552677, 25.656200 ms
2024-10-11 13:17:07.523197, 20.832700 ms
2024-10-11 13:17:07.965192, 6.321500 ms
2024-10-11 13:17:08.886506, 11.298500 ms
2024-10-11 13:17:10.907094, 18.082400 ms
2024-10-11 13:17:11.644123, 19.583200 ms
2024-10-11 13:17:11.931210, 25.126400 ms
2024-10-11 13:17:12.397928, 13.880700 ms
2024-10-11 13:17:13.643474, 33.043100 ms
2024-10-11 13:17:13.802881, 38.257800 ms
2024-10-11 13:17:13.915890, 4.033300 ms
2024-10-11 13:17:14.055089, 31.042600 ms
2024-10-11 13:17:17.318103, 15.373400 ms
2024-10-11 13:17:18.298169, 36.768500 ms
2024-10-11 13:17:18.750909, 28.694600 ms
2024-10-11 13:17:19.699785, 28.021300 ms
2024-10-11 13:17:21.662102, 10.420900 ms
2024-10-11 13:17:22.438567, 20.625200 ms
2024-10-11 13:17:22.721175, 31.973000 ms
2024-10-11 13:17:23.167640, 5.882300 ms
2024-10-11 13:17:24.410285, 22.264900 ms
2024-10-11 13:17:24.574146, 10.847400 ms
2024-10-11 13:17:24.695890, 11.586400 ms
2024-10-11 13:17:24.837006, 22.264700 ms
2024-10-11 13:17:28.117704, 25.668700 ms
2024-10-11 13:17:29.094695, 35.713500 ms
2024-10-11 13:17:29.522357, 11.362200 ms
2024-10-11 13:17:30.469702, 22.046400 ms
2024-10-11 13:17:32.455592, 21.161800 ms
2024-10-11 13:17:33.197467, 16.992500 ms
2024-10-11 13:17:33.476904, 31.851800 ms
2024-10-11 13:17:33.954756, 22.719500 ms
2024-10-11 13:17:35.203700, 51.094100 ms
2024-10-11 13:17:35.327873, 4.624700 ms
2024-10-11 13:17:35.463514, 15.877300 ms
2024-10-11 13:17:35.597321, 15.223900 ms
2024-10-11 13:17:38.908259, 28.681500 ms
2024-10-11 13:17:39.859221, 19.752800 ms
2024-10-11 13:17:40.346795, 50.597100 ms
2024-10-11 13:17:41.275934, 26.471500 ms
2024-10-11 13:17:43.270358, 17.113800 ms
2024-10-11 13:17:43.999803, 46.999900 ms
2024-10-11 13:17:44.270682, 22.774700 ms
2024-10-11 13:17:44.722784, 1.700700 ms
2024-10-11 13:17:45.947178, 1.295300 ms
2024-10-11 13:17:46.120708, 7.493500 ms
2024-10-11 13:17:46.260931, 19.800000 ms
2024-10-11 13:17:46.384810, 26.166900 ms
2024-10-11 13:17:49.690052, 32.255300 ms
2024-10-11 13:17:50.638044, 30.592700 ms
2024-10-11 13:17:51.093072, 19.290300 ms
2024-10-11 13:17:52.024433, 7.380200 ms
2024-10-11 13:17:54.023860, 9.442800 ms
2024-10-11 13:17:54.767930, 9.584800 ms
2024-10-11 13:17:55.071768, 43.541700 ms
2024-10-11 13:17:55.564762, 50.612300 ms
2024-10-11 13:17:56.727701, 2.015000 ms
2024-10-11 13:17:56.947485, 57.378400 ms
2024-10-11 13:17:57.036081, 11.488700 ms
2024-10-11 13:17:57.159970, 3.955700 ms
2024-10-11 13:18:00.451408, 11.715500 ms
2024-10-11 13:18:01.421143, 25.006900 ms
2024-10-11 13:18:01.874837, 9.205700 ms
2024-10-11 13:18:02.832152, 36.791100 ms
2024-10-11 13:18:04.839822, 42.668000 ms
2024-10-11 13:18:05.578829, 41.057600 ms
2024-10-11 13:18:05.819349, 12.231600 ms
2024-10-11 13:18:06.305276, 8.382400 ms
2024-10-11 13:18:07.510689, 16.055900 ms
2024-10-11 13:18:07.672858, 10.304600 ms
2024-10-11 13:18:07.830363, 27.570700 ms
2024-10-11 13:18:08.002488, 53.856200 ms
2024-10-11 13:18:11.269219, 51.641500 ms
2024-10-11 13:18:12.189349, 1.982200 ms
2024-10-11 13:18:12.679437, 33.772600 ms
2024-10-11 13:18:13.614122, 28.192100 ms
2024-10-11 13:18:15.584866, 15.074800 ms
2024-10-11 13:18:16.324962, 3.878800 ms
2024-10-11 13:18:16.633518, 35.655400 ms
2024-10-11 13:18:17.119775, 30.682900 ms
2024-10-11 13:18:18.326216, 24.524600 ms
2024-10-11 13:18:18.490774, 23.485400 ms
2024-10-11 13:18:18.620472, 30.454800 ms
2024-10-11 13:18:18.777773, 47.982500 ms
2024-10-11 13:18:22.011301, 27.558800 ms
2024-10-11 13:18:22.979028, 34.158800 ms
2024-10-11 13:18:23.418903, 16.622100 ms
2024-10-11 13:18:24.373426, 34.014500 ms
2024-10-11 13:18:26.378138, 30.589900 ms
2024-10-11 13:18:27.151392, 39.456900 ms
2024-10-11 13:18:27.399001, 20.333300 ms
2024-10-11 13:18:27.890018, 23.635400 ms
2024-10-11 13:18:29.128726, 46.321500 ms
2024-10-11 13:18:29.256276, 6.648300 ms
2024-10-11 13:18:29.402066, 24.792800 ms
2024-10-11 13:18:29.525549, 24.636000 ms
2024-10-11 13:18:32.816997, 32.110800 ms
2024-10-11 13:18:33.752020, 17.080600 ms
2024-10-11 13:18:34.202716, 4.843400 ms
2024-10-11 13:18:35.128265, 13.717400 ms
2024-10-11 13:18:37.145502, 11.728100 ms
2024-10-11 13:18:37.889466, 16.585300 ms
2024-10-11 13:18:38.146081, 8.558800 ms
2024-10-11 13:18:38.652488, 14.485800 ms
2024-10-11 13:18:39.882675, 22.056600 ms
2024-10-11 13:18:40.039651, 26.426200 ms
2024-10-11 13:18:40.166952, 16.958500 ms
2024-10-11 13:18:40.317956, 41.259000 ms
2024-10-11 13:18:43.571508, 11.110600 ms
2024-10-11 13:18:44.543156, 28.164800 ms
2024-10-11 13:18:44.988827, 9.669200 ms
2024-10-11 13:18:45.958676, 45.343500 ms
2024-10-11 13:18:47.973794, 55.737300 ms
2024-10-11 13:18:48.694022, 24.470700 ms
2024-10-11 13:18:48.947595, 13.804100 ms
2024-10-11 13:18:49.444087, 27.743700 ms
2024-10-11 13:18:50.678878, 43.711500 ms
2024-10-11 13:18:50.835633, 25.641700 ms
2024-10-11 13:18:50.950766, 15.120100 ms
2024-10-11 13:18:51.094914, 24.943600 ms
2024-10-11 13:18:54.358703, 16.110300 ms
2024-10-11 13:18:55.321110, 25.653200 ms
2024-10-11 13:18:55.792178, 25.238200 ms
2024-10-11 13:18:56.741476, 40.405100 ms
2024-10-11 13:18:58.709568, 9.958400 ms
2024-10-11 13:18:59.470977, 23.062000 ms
2024-10-11 13:18:59.717202, 6.227500 ms
2024-10-11 13:19:00.254923, 48.128200 ms
2024-10-11 13:19:01.442206, 14.955600 ms
2024-10-11 13:19:01.616530, 12.818600 ms
2024-10-11 13:19:01.751700, 36.385100 ms
2024-10-11 13:19:01.876661, 26.357100 ms
2024-10-11 13:19:05.158891, 29.369300 ms
2024-10-11 13:19:06.101116, 13.572100 ms
2024-10-11 13:19:06.606349, 60.664800 ms
2024-10-11 13:19:07.506792, 1.936500 ms
2024-10-11 13:19:09.509946, 31.660800 ms
2024-10-11 13:19:10.230433, 14.672200 ms
2024-10-11 13:19:10.519668, 27.324600 ms
2024-10-11 13:19:11.021053, 31.211900 ms
2024-10-11 13:19:12.205668, 18.891300 ms
2024-10-11 13:19:12.377748, 17.522800 ms
2024-10-11 13:19:12.508206, 20.233600 ms
2024-10-11 13:19:12.659209, 42.863600 ms
2024-10-11 13:19:15.958794, 46.595100 ms
2024-10-11 13:19:16.873867, 10.677000 ms
2024-10-11 13:19:17.365299, 24.566000 ms
2024-10-11 13:19:18.290715, 5.018400 ms
